-2.802117	-9.990370	-3.420949
-3.848491	-1.477018	-8.683042
-5.354092	-11.784452	-5.369946
-9.179927	-7.205118	-1.353114
-10.925093	-3.833831	-8.337251
-7.265333	-1.213809	-8.927727
-8.434018	-9.359576	-1.948396
-1.831589	-9.233495	-3.840413
-4.386638	-10.560468	-9.360698
-11.649708	-7.642925	-5.550581
-3.234586	-8.366330	-10.577083
-7.241798	-11.314890	-3.886103
-8.476244	-7.508907	-1.041894
-6.377406	-5.004526	-11.769851
-8.286347	-2.573532	-10.116738
-3.781747	-10.794979	-3.683228
-10.226244	-2.332047	-4.685783
-5.726519	-6.647468	-11.846421
-5.425558	-1.142782	-8.952349
-9.678494	-2.556746	-3.306220
-9.326370	-9.891052	-9.069390
-6.293079	-4.869465	-11.744858
-1.506032	-8.956094	-4.132396
-6.424652	-7.371102	-11.737740
-5.670011	-11.315882	-8.573006
-7.822837	-6.604151	-11.604526
-7.347237	-9.429523	-10.674833
-8.279275	-8.192991	-1.190037
-10.463199	-2.328393	-6.247932
-6.227140	-11.065074	-9.077501
-11.721233	-6.829716	-4.957368
-7.339702	-11.679761	-5.211009
-8.323954	-10.872123	-8.520808
-7.337512	-1.450536	-9.278424
-3.222603	-4.671187	-10.891120
-9.595214	-1.988480	-8.146158
-8.973654	-11.121459	-5.882374
-6.530702	-11.446170	-3.951606
-10.626195	-9.705604	-6.338860
-5.834375	-5.884699	-11.872545
-4.076397	-9.949355	-9.912936
-5.973251	-5.935291	-11.879504
-3.031844	-9.727375	-2.844823
-5.437828	-6.431036	-11.835412
-6.614096	-7.339237	-11.731193
-10.307452	-9.721135	-4.470654
-2.120691	-9.310797	-3.454425
-8.432159	-10.113953	-9.570192
-6.329727	-7.236625	-11.770434
-3.984579	-3.618007	-10.857037
-8.102743	-9.802201	-2.150106
-7.367582	-9.651103	-10.499499
-7.459738	-9.723064	-10.412752
-5.629216	-10.340387	-2.220180
-6.296321	-11.751086	-4.898374
-6.908822	-5.432678	-11.788407
-10.539307	-9.226094	-4.107804
-7.084917	-7.791199	-11.550261
-1.346360	-9.349745	-6.341702
-3.983276	-1.818958	-9.316092
-5.486679	-7.668325	-11.635715
-5.280263	-11.125278	-8.851439
-6.569722	-5.072851	-11.770754
-8.997629	-7.682079	-10.861749
-5.559094	-3.486559	-11.218927
-3.426003	-10.298963	-9.037591
-6.078237	-6.577602	-11.865607
-11.099864	-3.234693	-6.468435
-11.648560	-5.458863	-4.624070
-3.433285	-11.146590	-6.989373
-8.615080	-1.222028	-7.865994
-8.622959	-7.019567	-11.232240
-7.462631	-11.312047	-8.229083
-9.321380	-1.548138	-7.572193
-4.957737	-11.706160	-6.940124
-6.681301	-11.567768	-7.914451
-9.383193	-3.282767	-2.301343
-4.562272	-1.758798	-9.559242
-5.735890	-11.846550	-6.652857
-9.080143	-8.518192	-10.442991
-7.849364	-9.470321	-10.477538
-5.728461	-1.573617	-9.647841
-9.642206	-10.676972	-5.917710
-10.299185	-2.170757	-6.560426
-5.406308	-10.364011	-2.280602
-9.367938	-10.006271	-3.366526
-5.568413	-10.995246	-9.143864
-8.133886	-11.317673	-7.581686
-10.194540	-9.997056	-4.860431
-4.776736	-8.959069	-10.952956
-11.039099	-8.595709	-7.816730
-8.963604	-10.306788	-3.359708
-6.651843	-9.223421	-10.946516
-6.930427	-8.995958	-11.047524
-5.658474	-2.180457	-10.306692
-3.216163	-11.016114	-7.035673
-7.287973	-5.479873	-11.727974
-4.235642	-10.229572	-2.538260
-6.262447	-10.023203	-1.876651
-7.158054	-11.767144	-6.619205
-7.134802	-4.774397	-11.632581
-5.981759	-5.579376	-11.857453
-5.567972	-2.860627	-10.845079
-9.470300	-6.806114	-1.475811
-9.574963	-1.637860	-5.003479
-6.651559	-8.777398	-11.205877
-3.839281	-11.414658	-6.033608
-8.300065	-10.386502	-2.912985
-9.704768	-10.416559	-4.737924
-7.255109	-9.267060	-10.811887
-7.733072	-1.502121	-9.174996
-8.053301	-10.221747	-2.558640
-9.281959	-10.912495	-6.613383
-2.902392	-10.896721	-5.832940
-4.391458	-3.111273	-10.726582
-6.872252	-7.122123	-11.745451
-6.780990	-1.143794	-8.960673
-6.688228	-11.672567	-4.678423
-5.019186	-10.130826	-10.110011
-11.114204	-6.937940	-8.876374
-4.827121	-5.140406	-11.652577
-7.492434	-8.012077	-11.387389
-10.239608	-3.256407	-8.959754
-4.867774	-6.847106	-11.699698
-4.367421	-10.083284	-2.313358
-8.778794	-1.198700	-7.526011
-10.879106	-3.041356	-5.057332
-5.883227	-7.010053	-11.809797
-6.178519	-11.818248	-5.249751
-2.200153	-9.178512	-9.040284
-4.216411	-8.728223	-10.895013
-6.106560	-6.260273	-11.882371
-6.696878	-11.760548	-7.153454
-9.256621	-9.131637	-9.900500
-4.421096	-4.451190	-11.371438
-7.269074	-2.550160	-10.499979
-11.110793	-4.377318	-3.815767
-11.142563	-8.832923	-5.324778
-9.375259	-4.360997	-1.694293
-5.117577	-9.533150	-10.654754
-11.454945	-8.253438	-6.566561
-8.939917	-9.650447	-2.538450
-9.061698	-1.178388	-5.670909
-5.084179	-9.241709	-1.381009
-5.513986	-6.468903	-11.841742
-3.558848	-10.524052	-3.416280
-8.627630	-10.873215	-4.034865
-8.445450	-11.160905	-4.568622
-7.065822	-4.119369	-11.443288
-2.514589	-10.327474	-7.715336
-2.275999	-9.936223	-4.137005
-6.118531	-5.701581	-11.869179
-8.181868	-11.411228	-5.133332
-8.362109	-10.232293	-9.476164
-7.418071	-10.679429	-2.838038
-7.471040	-10.777107	-9.233105
-4.979941	-1.520216	-9.408931
-6.146780	-5.497359	-11.850698
-2.686885	-10.415924	-7.853001
-10.343721	-8.139630	-9.479132
-7.708484	-11.660222	-6.117178
-5.874108	-3.953019	-11.457255
-5.183171	-11.679634	-4.914833
-9.653654	-9.060670	-9.593639
-2.279954	-7.400680	-10.226669
-3.948615	-10.589389	-9.042059
-7.464099	-9.131864	-1.388781
-4.870411	-11.431595	-7.977437
-7.827829	-8.054852	-11.272378
-7.759047	-1.751575	-9.509179
-5.470841	-5.202158	-11.774356
-4.157908	-9.552455	-1.919412
-10.057995	-2.216325	-4.531623
-5.453300	-6.688310	-11.817284
-7.282108	-1.881648	-9.853904
-9.221688	-4.323096	-10.633963
-11.173072	-3.427868	-6.798792
-9.194047	-2.579893	-9.475688
-7.925635	-7.068509	-11.509922
-7.538119	-4.812758	-11.552026
-9.492020	-10.716419	-5.271587
-6.935653	-4.755775	-11.661097
-5.157758	-8.867106	-11.094640
-6.004028	-5.958278	-11.880868
-6.813824	-5.919860	-11.838513
-7.137541	-9.001513	-1.228420
-6.210822	-6.047223	-11.882975
-6.132525	-6.132053	-11.884119
-5.794649	-4.943945	-11.754390
-9.546777	-9.434521	-2.878048
-1.883966	-9.597114	-7.914322
-6.446169	-10.129121	-10.246730
-6.802975	-1.232284	-9.105164
-9.832520	-6.459614	-7.790540
-3.272602	-8.894700	-5.481190
-5.131907	-9.661273	-5.134784
-5.937038	-4.301999	-9.837998
-5.002128	-3.631572	-9.718736
-8.917313	-8.871390	-2.515377
-9.654497	-6.937810	-7.623100
-4.603814	-6.960616	-8.838349
-5.770224	-1.637646	-9.291881
-8.751865	-8.262889	-7.045208
-8.956896	-8.583755	-6.290080
-6.576446	-1.867930	-9.385036
-10.523600	-7.102617	-1.911503
-6.099039	-3.448263	-9.810647
-8.167640	-8.926802	-1.723403
-8.966797	0.935860	-4.077752
-10.607943	-1.217486	-1.862368
-6.348407	-8.653867	-0.575426
-9.024952	-8.346642	-1.512333
-8.749818	-5.760547	0.769416
-5.919175	-3.606314	-9.822433
-5.672340	-9.290202	-6.506037
-10.963890	-6.932617	-5.350382
-9.555677	-8.484977	-5.497221
-8.423250	-7.587968	-8.030400
-7.368884	-5.624799	-9.490978
-7.659647	-0.289760	-8.143663
-9.445465	-7.279025	-0.623308
-3.957441	-8.506622	-7.075289
-5.409395	-6.887623	-9.064527
-5.505804	-0.960693	-8.891416
-3.738828	-5.198924	-9.211027
-4.243424	-7.432251	-8.379028
-6.052937	-4.255946	-9.842058
-9.143232	0.298973	-1.854453
